,emoji,group,subgroup,name,qualified_status,edition,codepoint_readable,utf8_codepoint
3461,🚙,Travel & Places,transport-ground,sport utility vehicle,fully-qualified,E0.6,1F699,\U0001f699
3462,🛻,Travel & Places,transport-ground,pickup truck,fully-qualified,E13.0,1F6FB,\U0001f6fb
3463,🚚,Travel & Places,transport-ground,delivery truck,fully-qualified,E0.6,1F69A,\U0001f69a
3464,🚛,Travel & Places,transport-ground,articulated lorry,fully-qualified,E1.0,1F69B,\U0001f69b
3465,🚜,Travel & Places,transport-ground,tractor,fully-qualified,E1.0,1F69C,\U0001f69c
3466,🏎️,Travel & Places,transport-ground,racing car,fully-qualified,E0.7,1F3CE FE0F,\U0001f3ce\ufe0f
3467,🏎,Travel & Places,transport-ground,racing car,unqualified,E0.7,1F3CE,\U0001f3ce
3468,🏍️,Travel & Places,transport-ground,motorcycle,fully-qualified,E0.7,1F3CD FE0F,\U0001f3cd\ufe0f
3469,🏍,Travel & Places,transport-ground,motorcycle,unqualified,E0.7,1F3CD,\U0001f3cd
3470,🛵,Travel & Places,transport-ground,motor scooter,fully-qualified,E3.0,1F6F5,\U0001f6f5
3471,🦽,Travel & Places,transport-ground,manual wheelchair,fully-qualified,E12.0,1F9BD,\U0001f9bd
3472,🦼,Travel & Places,transport-ground,motorized wheelchair,fully-qualified,E12.0,1F9BC,\U0001f9bc
3473,🛺,Travel & Places,transport-ground,auto rickshaw,fully-qualified,E12.0,1F6FA,\U0001f6fa
3474,🚲,Travel & Places,transport-ground,bicycle,fully-qualified,E0.6,1F6B2,\U0001f6b2
3475,🛴,Travel & Places,transport-ground,kick scooter,fully-qualified,E3.0,1F6F4,\U0001f6f4
3476,🛹,Travel & Places,transport-ground,skateboard,fully-qualified,E11.0,1F6F9,\U0001f6f9
3477,🛼,Travel & Places,transport-ground,roller skate,fully-qualified,E13.0,1F6FC,\U0001f6fc
3478,🚏,Travel & Places,transport-ground,bus stop,fully-qualified,E0.6,1F68F,\U0001f68f
3479,🛣️,Travel & Places,transport-ground,motorway,fully-qualified,E0.7,1F6E3 FE0F,\U0001f6e3\ufe0f
3480,🛣,Travel & Places,transport-ground,motorway,unqualified,E0.7,1F6E3,\U0001f6e3
3481,🛤️,Travel & Places,transport-ground,railway track,fully-qualified,E0.7,1F6E4 FE0F,\U0001f6e4\ufe0f
3482,🛤,Travel & Places,transport-ground,railway track,unqualified,E0.7,1F6E4,\U0001f6e4
3483,🛢️,Travel & Places,transport-ground,oil drum,fully-qualified,E0.7,1F6E2 FE0F,\U0001f6e2\ufe0f
3484,🛢,Travel & Places,transport-ground,oil drum,unqualified,E0.7,1F6E2,\U0001f6e2
3485,⛽,Travel & Places,transport-ground,fuel pump,fully-qualified,E0.6,26FD,\u26fd
3486,🚨,Travel & Places,transport-ground,police car light,fully-qualified,E0.6,1F6A8,\U0001f6a8
3487,🚥,Travel & Places,transport-ground,horizontal traffic light,fully-qualified,E0.6,1F6A5,\U0001f6a5
3488,🚦,Travel & Places,transport-ground,vertical traffic light,fully-qualified,E1.0,1F6A6,\U0001f6a6
3489,🛑,Travel & Places,transport-ground,stop sign,fully-qualified,E3.0,1F6D1,\U0001f6d1
3490,🚧,Travel & Places,transport-ground,construction,fully-qualified,E0.6,1F6A7,\U0001f6a7
3491,⚓,Travel & Places,transport-water,anchor,fully-qualified,E0.6,2693,\u2693
3492,⛵,Travel & Places,transport-water,sailboat,fully-qualified,E0.6,26F5,\u26f5
3493,🛶,Travel & Places,transport-water,canoe,fully-qualified,E3.0,1F6F6,\U0001f6f6
3494,🚤,Travel & Places,transport-water,speedboat,fully-qualified,E0.6,1F6A4,\U0001f6a4
3495,🛳️,Travel & Places,transport-water,passenger ship,fully-qualified,E0.7,1F6F3 FE0F,\U0001f6f3\ufe0f
3496,🛳,Travel & Places,transport-water,passenger ship,unqualified,E0.7,1F6F3,\U0001f6f3
3497,⛴️,Travel & Places,transport-water,ferry,fully-qualified,E0.7,26F4 FE0F,\u26f4\ufe0f
3498,⛴,Travel & Places,transport-water,ferry,unqualified,E0.7,26F4,\u26f4
3499,🛥️,Travel & Places,transport-water,motor boat,fully-qualified,E0.7,1F6E5 FE0F,\U0001f6e5\ufe0f
3500,🛥,Travel & Places,transport-water,motor boat,unqualified,E0.7,1F6E5,\U0001f6e5
3501,🚢,Travel & Places,transport-water,ship,fully-qualified,E0.6,1F6A2,\U0001f6a2
3502,✈️,Travel & Places,transport-air,airplane,fully-qualified,E0.6,2708 FE0F,\u2708\ufe0f
3503,✈,Travel & Places,transport-air,airplane,unqualified,E0.6,2708,\u2708
3504,🛩️,Travel & Places,transport-air,small airplane,fully-qualified,E0.7,1F6E9 FE0F,\U0001f6e9\ufe0f
3505,🛩,Travel & Places,transport-air,small airplane,unqualified,E0.7,1F6E9,\U0001f6e9
3506,🛫,Travel & Places,transport-air,airplane departure,fully-qualified,E1.0,1F6EB,\U0001f6eb
3507,🛬,Travel & Places,transport-air,airplane arrival,fully-qualified,E1.0,1F6EC,\U0001f6ec
3508,🪂,Travel & Places,transport-air,parachute,fully-qualified,E12.0,1FA82,\U0001fa82
3509,💺,Travel & Places,transport-air,seat,fully-qualified,E0.6,1F4BA,\U0001f4ba
3510,🚁,Travel & Places,transport-air,helicopter,fully-qualified,E1.0,1F681,\U0001f681
3511,🚟,Travel & Places,transport-air,suspension railway,fully-qualified,E1.0,1F69F,\U0001f69f
3512,🚠,Travel & Places,transport-air,mountain cableway,fully-qualified,E1.0,1F6A0,\U0001f6a0
3513,🚡,Travel & Places,transport-air,aerial tramway,fully-qualified,E1.0,1F6A1,\U0001f6a1
3514,🛰️,Travel & Places,transport-air,satellite,fully-qualified,E0.7,1F6F0 FE0F,\U0001f6f0\ufe0f
3515,🛰,Travel & Places,transport-air,satellite,unqualified,E0.7,1F6F0,\U0001f6f0
3516,🚀,Travel & Places,transport-air,rocket,fully-qualified,E0.6,1F680,\U0001f680
3517,🛸,Travel & Places,transport-air,flying saucer,fully-qualified,E5.0,1F6F8,\U0001f6f8
3518,🛎️,Travel & Places,hotel,bellhop bell,fully-qualified,E0.7,1F6CE FE0F,\U0001f6ce\ufe0f
3519,🛎,Travel & Places,hotel,bellhop bell,unqualified,E0.7,1F6CE,\U0001f6ce
3520,🧳,Travel & Places,hotel,luggage,fully-qualified,E11.0,1F9F3,\U0001f9f3
3521,⌛,Travel & Places,time,hourglass done,fully-qualified,E0.6,231B,\u231b
3522,⏳,Travel & Places,time,hourglass not done,fully-qualified,E0.6,23F3,\u23f3
3523,⌚,Travel & Places,time,watch,fully-qualified,E0.6,231A,\u231a
3524,⏰,Travel & Places,time,alarm clock,fully-qualified,E0.6,23F0,\u23f0
3525,⏱️,Travel & Places,time,stopwatch,fully-qualified,E1.0,23F1 FE0F,\u23f1\ufe0f
3526,⏱,Travel & Places,time,stopwatch,unqualified,E1.0,23F1,\u23f1
3527,⏲️,Travel & Places,time,timer clock,fully-qualified,E1.0,23F2 FE0F,\u23f2\ufe0f
3528,⏲,Travel & Places,time,timer clock,unqualified,E1.0,23F2,\u23f2
3529,🕰️,Travel & Places,time,mantelpiece clock,fully-qualified,E0.7,1F570 FE0F,\U0001f570\ufe0f
3530,🕰,Travel & Places,time,mantelpiece clock,unqualified,E0.7,1F570,\U0001f570
3531,🕛,Travel & Places,time,twelve o’clock,fully-qualified,E0.6,1F55B,\U0001f55b
3532,🕧,Travel & Places,time,twelve-thirty,fully-qualified,E0.7,1F567,\U0001f567
3533,🕐,Travel & Places,time,one o’clock,fully-qualified,E0.6,1F550,\U0001f550
3534,🕜,Travel & Places,time,one-thirty,fully-qualified,E0.7,1F55C,\U0001f55c
3535,🕑,Travel & Places,time,two o’clock,fully-qualified,E0.6,1F551,\U0001f551
3536,🕝,Travel & Places,time,two-thirty,fully-qualified,E0.7,1F55D,\U0001f55d
3537,🕒,Travel & Places,time,three o’clock,fully-qualified,E0.6,1F552,\U0001f552
3538,🕞,Travel & Places,time,three-thirty,fully-qualified,E0.7,1F55E,\U0001f55e
3539,🕓,Travel & Places,time,four o’clock,fully-qualified,E0.6,1F553,\U0001f553
3540,🕟,Travel & Places,time,four-thirty,fully-qualified,E0.7,1F55F,\U0001f55f
3541,🕔,Travel & Places,time,five o’clock,fully-qualified,E0.6,1F554,\U0001f554
3542,🕠,Travel & Places,time,five-thirty,fully-qualified,E0.7,1F560,\U0001f560
3543,🕕,Travel & Places,time,six o’clock,fully-qualified,E0.6,1F555,\U0001f555
3544,🕡,Travel & Places,time,six-thirty,fully-qualified,E0.7,1F561,\U0001f561
3545,🕖,Travel & Places,time,seven o’clock,fully-qualified,E0.6,1F556,\U0001f556
3546,🕢,Travel & Places,time,seven-thirty,fully-qualified,E0.7,1F562,\U0001f562
3547,🕗,Travel & Places,time,eight o’clock,fully-qualified,E0.6,1F557,\U0001f557
3548,🕣,Travel & Places,time,eight-thirty,fully-qualified,E0.7,1F563,\U0001f563
3549,🕘,Travel & Places,time,nine o’clock,fully-qualified,E0.6,1F558,\U0001f558
3550,🕤,Travel & Places,time,nine-thirty,fully-qualified,E0.7,1F564,\U0001f564
3551,🕙,Travel & Places,time,ten o’clock,fully-qualified,E0.6,1F559,\U0001f559
3552,🕥,Travel & Places,time,ten-thirty,fully-qualified,E0.7,1F565,\U0001f565
3553,🕚,Travel & Places,time,eleven o’clock,fully-qualified,E0.6,1F55A,\U0001f55a
3554,🕦,Travel & Places,time,eleven-thirty,fully-qualified,E0.7,1F566,\U0001f566
3555,🌑,Travel & Places,sky & weather,new moon,fully-qualified,E0.6,1F311,\U0001f311
3556,🌒,Travel & Places,sky & weather,waxing crescent moon,fully-qualified,E1.0,1F312,\U0001f312
3557,🌓,Travel & Places,sky & weather,first quarter moon,fully-qualified,E0.6,1F313,\U0001f313
3558,🌔,Travel & Places,sky & weather,waxing gibbous moon,fully-qualified,E0.6,1F314,\U0001f314
3559,🌕,Travel & Places,sky & weather,full moon,fully-qualified,E0.6,1F315,\U0001f315
3560,🌖,Travel & Places,sky & weather,waning gibbous moon,fully-qualified,E1.0,1F316,\U0001f316
3561,🌗,Travel & Places,sky & weather,last quarter moon,fully-qualified,E1.0,1F317,\U0001f317
3562,🌘,Travel & Places,sky & weather,waning crescent moon,fully-qualified,E1.0,1F318,\U0001f318
3563,🌙,Travel & Places,sky & weather,crescent moon,fully-qualified,E0.6,1F319,\U0001f319
3564,🌚,Travel & Places,sky & weather,new moon face,fully-qualified,E1.0,1F31A,\U0001f31a
3565,🌛,Travel & Places,sky & weather,first quarter moon face,fully-qualified,E0.6,1F31B,\U0001f31b
3566,🌜,Travel & Places,sky & weather,last quarter moon face,fully-qualified,E0.7,1F31C,\U0001f31c
3567,🌡️,Travel & Places,sky & weather,thermometer,fully-qualified,E0.7,1F321 FE0F,\U0001f321\ufe0f
3568,🌡,Travel & Places,sky & weather,thermometer,unqualified,E0.7,1F321,\U0001f321
3569,☀️,Travel & Places,sky & weather,sun,fully-qualified,E0.6,2600 FE0F,\u2600\ufe0f
3570,☀,Travel & Places,sky & weather,sun,unqualified,E0.6,2600,\u2600
3571,🌝,Travel & Places,sky & weather,full moon face,fully-qualified,E1.0,1F31D,\U0001f31d
3572,🌞,Travel & Places,sky & weather,sun with face,fully-qualified,E1.0,1F31E,\U0001f31e
3573,🪐,Travel & Places,sky & weather,ringed planet,fully-qualified,E12.0,1FA90,\U0001fa90
3574,⭐,Travel & Places,sky & weather,star,fully-qualified,E0.6,2B50,\u2b50
3575,🌟,Travel & Places,sky & weather,glowing star,fully-qualified,E0.6,1F31F,\U0001f31f
3576,🌠,Travel & Places,sky & weather,shooting star,fully-qualified,E0.6,1F320,\U0001f320
3577,🌌,Travel & Places,sky & weather,milky way,fully-qualified,E0.6,1F30C,\U0001f30c
3578,☁️,Travel & Places,sky & weather,cloud,fully-qualified,E0.6,2601 FE0F,\u2601\ufe0f
3579,☁,Travel & Places,sky & weather,cloud,unqualified,E0.6,2601,\u2601
3580,⛅,Travel & Places,sky & weather,sun behind cloud,fully-qualified,E0.6,26C5,\u26c5
3581,⛈️,Travel & Places,sky & weather,cloud with lightning and rain,fully-qualified,E0.7,26C8 FE0F,\u26c8\ufe0f
3582,⛈,Travel & Places,sky & weather,cloud with lightning and rain,unqualified,E0.7,26C8,\u26c8
3583,🌤️,Travel & Places,sky & weather,sun behind small cloud,fully-qualified,E0.7,1F324 FE0F,\U0001f324\ufe0f
3584,🌤,Travel & Places,sky & weather,sun behind small cloud,unqualified,E0.7,1F324,\U0001f324
3585,🌥️,Travel & Places,sky & weather,sun behind large cloud,fully-qualified,E0.7,1F325 FE0F,\U0001f325\ufe0f
3586,🌥,Travel & Places,sky & weather,sun behind large cloud,unqualified,E0.7,1F325,\U0001f325
3587,🌦️,Travel & Places,sky & weather,sun behind rain cloud,fully-qualified,E0.7,1F326 FE0F,\U0001f326\ufe0f
3588,🌦,Travel & Places,sky & weather,sun behind rain cloud,unqualified,E0.7,1F326,\U0001f326
3589,🌧️,Travel & Places,sky & weather,cloud with rain,fully-qualified,E0.7,1F327 FE0F,\U0001f327\ufe0f
3590,🌧,Travel & Places,sky & weather,cloud with rain,unqualified,E0.7,1F327,\U0001f327
3591,🌨️,Travel & Places,sky & weather,cloud with snow,fully-qualified,E0.7,1F328 FE0F,\U0001f328\ufe0f
3592,🌨,Travel & Places,sky & weather,cloud with snow,unqualified,E0.7,1F328,\U0001f328
3593,🌩️,Travel & Places,sky & weather,cloud with lightning,fully-qualified,E0.7,1F329 FE0F,\U0001f329\ufe0f
3594,🌩,Travel & Places,sky & weather,cloud with lightning,unqualified,E0.7,1F329,\U0001f329
3595,🌪️,Travel & Places,sky & weather,tornado,fully-qualified,E0.7,1F32A FE0F,\U0001f32a\ufe0f
3596,🌪,Travel & Places,sky & weather,tornado,unqualified,E0.7,1F32A,\U0001f32a
3597,🌫️,Travel & Places,sky & weather,fog,fully-qualified,E0.7,1F32B FE0F,\U0001f32b\ufe0f
3598,🌫,Travel & Places,sky & weather,fog,unqualified,E0.7,1F32B,\U0001f32b
3599,🌬️,Travel & Places,sky & weather,wind face,fully-qualified,E0.7,1F32C FE0F,\U0001f32c\ufe0f
3600,🌬,Travel & Places,sky & weather,wind face,unqualified,E0.7,1F32C,\U0001f32c
3601,🌀,Travel & Places,sky & weather,cyclone,fully-qualified,E0.6,1F300,\U0001f300
3602,🌈,Travel & Places,sky & weather,rainbow,fully-qualified,E0.6,1F308,\U0001f308
3603,🌂,Travel & Places,sky & weather,closed umbrella,fully-qualified,E0.6,1F302,\U0001f302
3604,☂️,Travel & Places,sky & weather,umbrella,fully-qualified,E0.7,2602 FE0F,\u2602\ufe0f
3605,☂,Travel & Places,sky & weather,umbrella,unqualified,E0.7,2602,\u2602
3606,☔,Travel & Places,sky & weather,umbrella with rain drops,fully-qualified,E0.6,2614,\u2614
3607,⛱️,Travel & Places,sky & weather,umbrella on ground,fully-qualified,E0.7,26F1 FE0F,\u26f1\ufe0f
3608,⛱,Travel & Places,sky & weather,umbrella on ground,unqualified,E0.7,26F1,\u26f1
3609,⚡,Travel & Places,sky & weather,high voltage,fully-qualified,E0.6,26A1,\u26a1
3610,❄️,Travel & Places,sky & weather,snowflake,fully-qualified,E0.6,2744 FE0F,\u2744\ufe0f
3611,❄,Travel & Places,sky & weather,snowflake,unqualified,E0.6,2744,\u2744
3612,☃️,Travel & Places,sky & weather,snowman,fully-qualified,E0.7,2603 FE0F,\u2603\ufe0f
3613,☃,Travel & Places,sky & weather,snowman,unqualified,E0.7,2603,\u2603
3614,⛄,Travel & Places,sky & weather,snowman without snow,fully-qualified,E0.6,26C4,\u26c4
3615,☄️,Travel & Places,sky & weather,comet,fully-qualified,E1.0,2604 FE0F,\u2604\ufe0f
3616,☄,Travel & Places,sky & weather,comet,unqualified,E1.0,2604,\u2604
3617,🔥,Travel & Places,sky & weather,fire,fully-qualified,E0.6,1F525,\U0001f525
3618,💧,Travel & Places,sky & weather,droplet,fully-qualified,E0.6,1F4A7,\U0001f4a7
3619,🌊,Travel & Places,sky & weather,water wave,fully-qualified,E0.6,1F30A,\U0001f30a
3620,🎃,Activities,event,jack-o-lantern,fully-qualified,E0.6,1F383,\U0001f383
3621,🎄,Activities,event,Christmas tree,fully-qualified,E0.6,1F384,\U0001f384
3622,🎆,Activities,event,fireworks,fully-qualified,E0.6,1F386,\U0001f386
3623,🎇,Activities,event,sparkler,fully-qualified,E0.6,1F387,\U0001f387
3624,🧨,Activities,event,firecracker,fully-qualified,E11.0,1F9E8,\U0001f9e8
3625,✨,Activities,event,sparkles,fully-qualified,E0.6,2728,\u2728
3626,🎈,Activities,event,balloon,fully-qualified,E0.6,1F388,\U0001f388
3627,🎉,Activities,event,party popper,fully-qualified,E0.6,1F389,\U0001f389
3628,🎊,Activities,event,confetti ball,fully-qualified,E0.6,1F38A,\U0001f38a
3629,🎋,Activities,event,tanabata tree,fully-qualified,E0.6,1F38B,\U0001f38b
3630,🎍,Activities,event,pine decoration,fully-qualified,E0.6,1F38D,\U0001f38d
3631,🎎,Activities,event,Japanese dolls,fully-qualified,E0.6,1F38E,\U0001f38e
3632,🎏,Activities,event,carp streamer,fully-qualified,E0.6,1F38F,\U0001f38f
3633,🎐,Activities,event,wind chime,fully-qualified,E0.6,1F390,\U0001f390
3634,🎑,Activities,event,moon viewing ceremony,fully-qualified,E0.6,1F391,\U0001f391
3635,🧧,Activities,event,red envelope,fully-qualified,E11.0,1F9E7,\U0001f9e7
3636,🎀,Activities,event,ribbon,fully-qualified,E0.6,1F380,\U0001f380
3637,🎁,Activities,event,wrapped gift,fully-qualified,E0.6,1F381,\U0001f381
3638,🎗️,Activities,event,reminder ribbon,fully-qualified,E0.7,1F397 FE0F,\U0001f397\ufe0f
3639,🎗,Activities,event,reminder ribbon,unqualified,E0.7,1F397,\U0001f397
3640,🎟️,Activities,event,admission tickets,fully-qualified,E0.7,1F39F FE0F,\U0001f39f\ufe0f
3641,🎟,Activities,event,admission tickets,unqualified,E0.7,1F39F,\U0001f39f
3642,🎫,Activities,event,ticket,fully-qualified,E0.6,1F3AB,\U0001f3ab
3643,🎖️,Activities,award-medal,military medal,fully-qualified,E0.7,1F396 FE0F,\U0001f396\ufe0f
3644,🎖,Activities,award-medal,military medal,unqualified,E0.7,1F396,\U0001f396
3645,🏆,Activities,award-medal,trophy,fully-qualified,E0.6,1F3C6,\U0001f3c6
3646,🏅,Activities,award-medal,sports medal,fully-qualified,E1.0,1F3C5,\U0001f3c5
3647,🥇,Activities,award-medal,1st place medal,fully-qualified,E3.0,1F947,\U0001f947
3648,🥈,Activities,award-medal,2nd place medal,fully-qualified,E3.0,1F948,\U0001f948
3649,🥉,Activities,award-medal,3rd place medal,fully-qualified,E3.0,1F949,\U0001f949
3650,⚽,Activities,sport,soccer ball,fully-qualified,E0.6,26BD,\u26bd
3651,⚾,Activities,sport,baseball,fully-qualified,E0.6,26BE,\u26be
3652,🥎,Activities,sport,softball,fully-qualified,E11.0,1F94E,\U0001f94e
3653,🏀,Activities,sport,basketball,fully-qualified,E0.6,1F3C0,\U0001f3c0
3654,🏐,Activities,sport,volleyball,fully-qualified,E1.0,1F3D0,\U0001f3d0
3655,🏈,Activities,sport,american football,fully-qualified,E0.6,1F3C8,\U0001f3c8
3656,🏉,Activities,sport,rugby football,fully-qualified,E1.0,1F3C9,\U0001f3c9
3657,🎾,Activities,sport,tennis,fully-qualified,E0.6,1F3BE,\U0001f3be
3658,🥏,Activities,sport,flying disc,fully-qualified,E11.0,1F94F,\U0001f94f
3659,🎳,Activities,sport,bowling,fully-qualified,E0.6,1F3B3,\U0001f3b3
3660,🏏,Activities,sport,cricket game,fully-qualified,E1.0,1F3CF,\U0001f3cf
3661,🏑,Activities,sport,field hockey,fully-qualified,E1.0,1F3D1,\U0001f3d1
3662,🏒,Activities,sport,ice hockey,fully-qualified,E1.0,1F3D2,\U0001f3d2
3663,🥍,Activities,sport,lacrosse,fully-qualified,E11.0,1F94D,\U0001f94d
3664,🏓,Activities,sport,ping pong,fully-qualified,E1.0,1F3D3,\U0001f3d3
3665,🏸,Activities,sport,badminton,fully-qualified,E1.0,1F3F8,\U0001f3f8
3666,🥊,Activities,sport,boxing glove,fully-qualified,E3.0,1F94A,\U0001f94a
3667,🥋,Activities,sport,martial arts uniform,fully-qualified,E3.0,1F94B,\U0001f94b
3668,🥅,Activities,sport,goal net,fully-qualified,E3.0,1F945,\U0001f945
3669,⛳,Activities,sport,flag in hole,fully-qualified,E0.6,26F3,\u26f3
3670,⛸️,Activities,sport,ice skate,fully-qualified,E0.7,26F8 FE0F,\u26f8\ufe0f
3671,⛸,Activities,sport,ice skate,unqualified,E0.7,26F8,\u26f8
3672,🎣,Activities,sport,fishing pole,fully-qualified,E0.6,1F3A3,\U0001f3a3
3673,🤿,Activities,sport,diving mask,fully-qualified,E12.0,1F93F,\U0001f93f
3674,🎽,Activities,sport,running shirt,fully-qualified,E0.6,1F3BD,\U0001f3bd
3675,🎿,Activities,sport,skis,fully-qualified,E0.6,1F3BF,\U0001f3bf
3676,🛷,Activities,sport,sled,fully-qualified,E5.0,1F6F7,\U0001f6f7
3677,🥌,Activities,sport,curling stone,fully-qualified,E5.0,1F94C,\U0001f94c
3678,🎯,Activities,game,bullseye,fully-qualified,E0.6,1F3AF,\U0001f3af
3679,🪀,Activities,game,yo-yo,fully-qualified,E12.0,1FA80,\U0001fa80
3680,🪁,Activities,game,kite,fully-qualified,E12.0,1FA81,\U0001fa81
3681,🎱,Activities,game,pool 8 ball,fully-qualified,E0.6,1F3B1,\U0001f3b1
3682,🔮,Activities,game,crystal ball,fully-qualified,E0.6,1F52E,\U0001f52e
3683,🪄,Activities,game,magic wand,fully-qualified,E13.0,1FA84,\U0001fa84
3684,🧿,Activities,game,nazar amulet,fully-qualified,E11.0,1F9FF,\U0001f9ff
3685,🎮,Activities,game,video game,fully-qualified,E0.6,1F3AE,\U0001f3ae
3686,🕹️,Activities,game,joystick,fully-qualified,E0.7,1F579 FE0F,\U0001f579\ufe0f
3687,🕹,Activities,game,joystick,unqualified,E0.7,1F579,\U0001f579
3688,🎰,Activities,game,slot machine,fully-qualified,E0.6,1F3B0,\U0001f3b0
3689,🎲,Activities,game,game die,fully-qualified,E0.6,1F3B2,\U0001f3b2
3690,🧩,Activities,game,puzzle piece,fully-qualified,E11.0,1F9E9,\U0001f9e9
3691,🧸,Activities,game,teddy bear,fully-qualified,E11.0,1F9F8,\U0001f9f8
3692,🪅,Activities,game,piñata,fully-qualified,E13.0,1FA85,\U0001fa85
3693,🪆,Activities,game,nesting dolls,fully-qualified,E13.0,1FA86,\U0001fa86
3694,♠️,Activities,game,spade suit,fully-qualified,E0.6,2660 FE0F,\u2660\ufe0f
3695,♠,Activities,game,spade suit,unqualified,E0.6,2660,\u2660
3696,♥️,Activities,game,heart suit,fully-qualified,E0.6,2665 FE0F,\u2665\ufe0f
3697,♥,Activities,game,heart suit,unqualified,E0.6,2665,\u2665
3698,♦️,Activities,game,diamond suit,fully-qualified,E0.6,2666 FE0F,\u2666\ufe0f
